	Frequency [Hz]	[A] Frequency Response (Real) [N]	[B] Frequency Response (Imaginary) [N]	
51	431.88	-0.12285	1.8873e-003	
52	439.76	-0.12296	4.7776e-003	
53	447.64	-0.12745	8.6392e-003	
54	455.52	-0.13782	1.475e-002	
55	463.4	-0.1575	2.6329e-002	
56	471.28	-0.19398	5.3623e-002	
57	479.16	-0.25847	0.14229	
58	487.04	-0.15636	0.45253	
59	494.92	0.21241	0.23635	
60	502.8	0.14708	7.4146e-002	
61	510.68	9.6426e-002	3.2654e-002	
62	518.56	6.7944e-002	1.7711e-002	
63	526.44	5.0618e-002	1.0875e-002	
64	534.32	3.9254e-002	7.2377e-003	
65	542.2	3.1362e-002	5.095e-003	
66	550.08	2.5641e-002	3.7375e-003	
67	557.96	2.1353e-002	2.8295e-003	
68	565.84	1.8054e-002	2.1959e-003	
69	573.72	1.5461e-002	1.7385e-003	
70	581.6	1.3388e-002	1.3992e-003	
71	589.48	1.1705e-002	1.1415e-003	
72	597.36	1.0322e-002	9.4184e-004	
73	605.24	9.1729e-003	7.8454e-004	
74	613.12	8.21e-003	6.5868e-004	
75	621.	7.3965e-003	5.566e-004	
76	628.88	6.7045e-003	4.7275e-004	
77	636.76	6.1125e-003	4.0307e-004	
78	644.64	5.6037e-003	3.4448e-004	
79	652.52	5.1645e-003	2.9468e-004	
80	660.4	4.7845e-003	2.5184e-004	
81	668.28	4.455e-003	2.1455e-004	
82	676.16	4.1692e-003	1.8166e-004	
83	684.04	3.9215e-003	1.5222e-004	
84	691.92	3.7074e-003	1.2543e-004	
85	699.8	3.5233e-003	1.0057e-004	
86	707.68	3.3666e-003	7.6989e-005	
87	715.56	3.2351e-003	5.4042e-005	
88	723.44	3.1275e-003	3.1046e-005	
89	731.32	3.043e-003	7.2288e-006	
90	739.2	2.9816e-003	-1.835e-005	
91	747.08	2.9441e-003	-4.6916e-005	
92	754.96	2.9324e-003	-8.0174e-005	
93	762.84	2.9497e-003	-1.2062e-004	
94	770.72	3.0011e-003	-1.7212e-004	
95	778.6	3.095e-003	-2.4101e-004	
96	786.48	3.2443e-003	-3.3833e-004	
97	794.36	3.4692e-003	-4.847e-004	
98	802.24	3.8027e-003	-7.222e-004	
99	810.12	4.2949e-003	-1.1461e-003	
100	818.	4.9983e-003	-1.9999e-003	
101	825.88	5.7434e-003	-3.9526e-003	
102	833.76	4.4921e-003	-7.9969e-003	
103	841.64	-1.8061e-003	-8.6861e-003	
104	849.52	-3.8943e-003	-4.4245e-003	
105	857.4	-3.1786e-003	-2.1578e-003	
106	865.28	-2.3942e-003	-1.1969e-003	
107	873.16	-1.8285e-003	-7.3948e-004	
108	881.04	-1.4308e-003	-4.9362e-004	
109	888.92	-1.1445e-003	-3.4845e-004	
110	896.8	-9.3248e-004	-2.5644e-004	
111	904.68	-7.7125e-004	-1.9486e-004	
112	912.56	-6.4589e-004	-1.5186e-004	
113	920.44	-5.4657e-004	-1.2078e-004	
114	928.32	-4.6662e-004	-9.7683e-005	
115	936.2	-4.0139e-004	-8.0122e-005	
116	944.08	-3.4754e-004	-6.6506e-005	
117	951.96	-3.0266e-004	-5.5774e-005	
118	959.84	-2.6491e-004	-4.7195e-005	
119	967.72	-2.3291e-004	-4.0254e-005	
120	975.6	-2.0561e-004	-3.4586e-005	
121	983.48	-1.8219e-004	-2.9923e-005	
122	991.36	-1.6202e-004	-2.6033e-005	
123	999.24	-1.4453e-004	-2.2704e-005	
124	1007.1	-1.2925e-004	-1.9884e-005	
125	1015.	-1.1587e-004	-1.7496e-005	
126	1022.9	-1.0412e-004	-1.5458e-005	
127	1030.8	-9.3771e-005	-1.3708e-005	
128	1038.6	-8.4621e-005	-1.2196e-005	
129	1046.5	-7.6509e-005	-1.0884e-005	
130	1054.4	-6.9298e-005	-9.74e-006	
131	1062.3	-6.287e-005	-8.739e-006	
132	1070.2	-5.7128e-005	-7.8599e-006	
133	1078.	-5.1985e-005	-7.0853e-006	
134	1085.9	-4.7371e-005	-6.4006e-006	
135	1093.8	-4.3222e-005	-5.7937e-006	
136	1101.7	-3.9485e-005	-5.2543e-006	
137	1109.6	-3.6112e-005	-4.7736e-006	
138	1117.4	-3.3063e-005	-4.3442e-006	
139	1125.3	-3.0303e-005	-3.9599e-006	
140	1133.2	-2.78e-005	-3.615e-006	
141	1141.1	-2.5527e-005	-3.3049e-006	
142	1149.	-2.3461e-005	-3.0257e-006	
143	1156.8	-2.1579e-005	-2.7736e-006	
144	1164.7	-1.9864e-005	-2.5458e-006	
145	1172.6	-1.8298e-005	-2.3395e-006	
146	1180.5	-1.6867e-005	-2.1524e-006	
147	1188.4	-1.5559e-005	-1.9824e-006	
148	1196.2	-1.436e-005	-1.8278e-006	
149	1204.1	-1.3262e-005	-1.6869e-006	
150	1212.	-1.2254e-005	-1.5585e-006	
151	1219.9	-1.1329e-005	-1.4411e-006	
152	1227.8	-1.0478e-005	-1.3338e-006	
153	1235.6	-9.6952e-006	-1.2356e-006	
154	1243.5	-8.9746e-006	-1.1455e-006	
155	1251.4	-8.3107e-006	-1.0629e-006	
156	1259.3	-7.6985e-006	-9.8698e-007	
157	1267.2	-7.1335e-006	-9.1718e-007	
158	1275.	-6.6118e-006	-8.5292e-007	
159	1282.9	-6.1298e-006	-7.9373e-007	
160	1290.8	-5.684e-006	-7.3913e-007	
161	1298.7	-5.2716e-006	-6.8874e-007	
162	1306.6	-4.8898e-006	-6.4219e-007	
163	1314.4	-4.5362e-006	-5.9914e-007	
164	1322.3	-4.2084e-006	-5.5931e-007	
165	1330.2	-3.9044e-006	-5.2242e-007	
166	1338.1	-3.6224e-006	-4.8823e-007	
167	1346.	-3.3606e-006	-4.5652e-007	
168	1353.8	-3.1175e-006	-4.2709e-007	
169	1361.7	-2.8917e-006	-3.9976e-007	
170	1369.6	-2.6817e-006	-3.7435e-007	
171	1377.5	-2.4865e-006	-3.5072e-007	
172	1385.4	-2.3049e-006	-3.2873e-007	
173	1393.2	-2.1359e-006	-3.0825e-007	
174	1401.1	-1.9786e-006	-2.8916e-007	
175	1409.	-1.8321e-006	-2.7137e-007	
176	1416.9	-1.6956e-006	-2.5477e-007	
177	1424.8	-1.5684e-006	-2.3928e-007	
178	1432.6	-1.4498e-006	-2.2481e-007	
179	1440.5	-1.3393e-006	-2.1129e-007	
180	1448.4	-1.2362e-006	-1.9864e-007	
181	1456.3	-1.1401e-006	-1.8682e-007	
182	1464.2	-1.0504e-006	-1.7575e-007	
183	1472.	-9.6662e-007	-1.6539e-007	
184	1479.9	-8.8846e-007	-1.5569e-007	
185	1487.8	-8.155e-007	-1.4659e-007	
186	1495.7	-7.4737e-007	-1.3807e-007	
187	1503.6	-6.8375e-007	-1.3007e-007	
188	1511.4	-6.2433e-007	-1.2256e-007	
189	1519.3	-5.6883e-007	-1.1552e-007	
190	1527.2	-5.1699e-007	-1.089e-007	
191	1535.1	-4.6856e-007	-1.0268e-007	
192	1543.	-4.2332e-007	-9.6841e-008	
193	1550.8	-3.8105e-007	-9.1348e-008	
194	1558.7	-3.4156e-007	-8.6181e-008	
195	1566.6	-3.0467e-007	-8.132e-008	
196	1574.5	-2.702e-007	-7.6745e-008	
197	1582.4	-2.3801e-007	-7.2437e-008	
198	1590.2	-2.0794e-007	-6.838e-008	
199	1598.1	-1.7986e-007	-6.4557e-008	
200	1606.	-1.5364e-007	-6.0955e-008	
201	1613.9	-1.2916e-007	-5.7559e-008	
202	1621.8	-1.0631e-007	-5.4356e-008	
203	1629.6	-8.4987e-008	-5.1335e-008	
204	1637.5	-6.5092e-008	-4.8485e-008	
205	1645.4	-4.6536e-008	-4.5795e-008	
206	1653.3	-2.9235e-008	-4.3256e-008	
207	1661.2	-1.3111e-008	-4.0858e-008	
208	1669.	1.9114e-009	-3.8592e-008	
209	1676.9	1.59e-008	-3.6452e-008	
210	1684.8	2.8918e-008	-3.4429e-008	
211	1692.7	4.1028e-008	-3.2517e-008	
212	1700.6	5.2285e-008	-3.0708e-008	
213	1708.4	6.2743e-008	-2.8997e-008	
214	1716.3	7.245e-008	-2.7376e-008	
215	1724.2	8.1454e-008	-2.584e-008	
216	1732.1	8.9802e-008	-2.4383e-008	
217	1740.	9.7538e-008	-2.3004e-008	
218	1747.8	1.047e-007	-2.1705e-008	
219	1755.7	1.1131e-007	-2.0487e-008	
220	1763.6	1.1741e-007	-1.9339e-008	
221	1771.5	1.2301e-007	-1.8249e-008	
222	1779.4	1.2817e-007	-1.7215e-008	
223	1787.2	1.329e-007	-1.6233e-008	
224	1795.1	1.3723e-007	-1.5301e-008	
225	1803.	1.4119e-007	-1.4418e-008	
226	1810.9	1.448e-007	-1.358e-008	
227	1818.8	1.4808e-007	-1.2786e-008	
228	1826.6	1.5105e-007	-1.2033e-008	
229	1834.5	1.5374e-007	-1.1319e-008	
230	1842.4	1.5616e-007	-1.0642e-008	
231	1850.3	1.5832e-007	-1.e-008	
232	1858.2	1.6024e-007	-9.3915e-009	
233	1866.	1.6194e-007	-8.8142e-009	
234	1873.9	1.6343e-007	-8.2667e-009	
235	1881.8	1.6472e-007	-7.7473e-009	
236	1889.7	1.6583e-007	-7.2547e-009	
237	1897.6	1.6677e-007	-6.7875e-009	
238	1905.4	1.6755e-007	-6.3442e-009	
239	1913.3	1.6817e-007	-5.9238e-009	
240	1921.2	1.6866e-007	-5.5249e-009	
241	1929.1	1.6901e-007	-5.1465e-009	
242	1937.	1.6924e-007	-4.7875e-009	
243	1944.8	1.6935e-007	-4.447e-009	
244	1952.7	1.6935e-007	-4.1239e-009	
245	1960.6	1.6926e-007	-3.8174e-009	
246	1968.5	1.6907e-007	-3.5267e-009	
247	1976.4	1.6879e-007	-3.2509e-009	
248	1984.2	1.6844e-007	-2.9893e-009	
249	1992.1	1.68e-007	-2.7412e-009	
250	2000.	1.675e-007	-2.5059e-009	
