	Frequency [Hz]	[A] Frequency Response (Real) [N]	[B] Frequency Response (Imaginary) [N]	
99	810.12	7.48e-003	5.781e-004	
100	818.	6.9244e-003	5.081e-004	
101	825.88	6.4329e-003	4.4858e-004	
102	833.76	5.9964e-003	3.9758e-004	
103	841.64	5.6069e-003	3.5358e-004	
104	849.52	5.2582e-003	3.1536e-004	
105	857.4	4.945e-003	2.8197e-004	
106	865.28	4.6628e-003	2.5262e-004	
107	873.16	4.4079e-003	2.2668e-004	
108	881.04	4.177e-003	2.0363e-004	
109	888.92	3.9676e-003	1.8305e-004	
110	896.8	3.7772e-003	1.6457e-004	
111	904.68	3.6038e-003	1.479e-004	
112	912.56	3.4458e-003	1.3278e-004	
113	920.44	3.3016e-003	1.19e-004	
114	928.32	3.1699e-003	1.0636e-004	
115	936.2	3.0496e-003	9.4719e-005	
116	944.08	2.9397e-003	8.3922e-005	
117	951.96	2.8394e-003	7.385e-005	
118	959.84	2.7479e-003	6.4393e-005	
119	967.72	2.6645e-003	5.545e-005	
120	975.6	2.5887e-003	4.693e-005	
121	983.48	2.5201e-003	3.8749e-005	
122	991.36	2.4581e-003	3.0826e-005	
123	999.24	2.4025e-003	2.3083e-005	
124	1007.1	2.3529e-003	1.5443e-005	
125	1015.	2.3091e-003	7.8279e-006	
126	1022.9	2.271e-003	1.5609e-007	
127	1030.8	2.2385e-003	-7.6588e-006	
128	1038.6	2.2114e-003	-1.5711e-005	
129	1046.5	2.1897e-003	-2.4107e-005	
130	1054.4	2.1736e-003	-3.2967e-005	
131	1062.3	2.1631e-003	-4.2432e-005	
132	1070.2	2.1586e-003	-5.2669e-005	
133	1078.	2.1602e-003	-6.3882e-005	
134	1085.9	2.1684e-003	-7.6321e-005	
135	1093.8	2.1837e-003	-9.03e-005	
136	1101.7	2.2069e-003	-1.0622e-004	
137	1109.6	2.2389e-003	-1.2459e-004	
138	1117.4	2.2808e-003	-1.461e-004	
139	1125.3	2.3341e-003	-1.7167e-004	
140	1133.2	2.4009e-003	-2.0254e-004	
141	1141.1	2.4836e-003	-2.4047e-004	
142	1149.	2.5856e-003	-2.8798e-004	
143	1156.8	2.7115e-003	-3.4876e-004	
144	1164.7	2.8673e-003	-4.2848e-004	
145	1172.6	3.0613e-003	-5.3602e-004	
146	1180.5	3.3047e-003	-6.8602e-004	
147	1188.4	3.613e-003	-9.0374e-004	
148	1196.2	4.0054e-003	-1.2351e-003	
149	1204.1	4.4996e-003	-1.7688e-003	
150	1212.	5.0812e-003	-2.6829e-003	
151	1219.9	5.564e-003	-4.3229e-003	
152	1227.8	5.0886e-003	-7.0826e-003	
153	1235.6	1.7889e-003	-9.7313e-003	
154	1243.5	-2.7439e-003	-8.5619e-003	
155	1251.4	-4.3264e-003	-5.4244e-003	
156	1259.3	-4.0759e-003	-3.2602e-003	
157	1267.2	-3.4621e-003	-2.0599e-003	
158	1275.	-2.8953e-003	-1.3845e-003	
159	1282.9	-2.437e-003	-9.8131e-004	
160	1290.8	-2.075e-003	-7.2575e-004	
161	1298.7	-1.7877e-003	-5.5525e-004	
162	1306.6	-1.5568e-003	-4.3655e-004	
163	1314.4	-1.3687e-003	-3.5093e-004	
164	1322.3	-1.2133e-003	-2.8735e-004	
165	1330.2	-1.0833e-003	-2.3894e-004	
166	1338.1	-9.7334e-004	-2.0131e-004	
167	1346.	-8.7945e-004	-1.7153e-004	
168	1353.8	-7.9854e-004	-1.4758e-004	
169	1361.7	-7.2827e-004	-1.2807e-004	
170	1369.6	-6.6682e-004	-1.1198e-004	
171	1377.5	-6.1273e-004	-9.857e-005	
172	1385.4	-5.6485e-004	-8.7286e-005	
173	1393.2	-5.2225e-004	-7.7712e-005	
174	1401.1	-4.8417e-004	-6.9526e-005	
175	1409.	-4.4999e-004	-6.2479e-005	
176	1416.9	-4.1918e-004	-5.6374e-005	
177	1424.8	-3.9132e-004	-5.1054e-005	
178	1432.6	-3.6603e-004	-4.6395e-005	
179	1440.5	-3.4301e-004	-4.2294e-005	
180	1448.4	-3.2199e-004	-3.8668e-005	
181	1456.3	-3.0275e-004	-3.5449e-005	
182	1464.2	-2.851e-004	-3.2581e-005	
183	1472.	-2.6887e-004	-3.0015e-005	
184	1479.9	-2.539e-004	-2.7713e-005	
185	1487.8	-2.4008e-004	-2.5641e-005	
186	1495.7	-2.2729e-004	-2.377e-005	
187	1503.6	-2.1543e-004	-2.2076e-005	
188	1511.4	-2.0442e-004	-2.0539e-005	
189	1519.3	-1.9417e-004	-1.914e-005	
190	1527.2	-1.8463e-004	-1.7865e-005	
191	1535.1	-1.7572e-004	-1.6699e-005	
192	1543.	-1.674e-004	-1.5631e-005	
193	1550.8	-1.5961e-004	-1.4652e-005	
194	1558.7	-1.5232e-004	-1.3751e-005	
195	1566.6	-1.4548e-004	-1.2922e-005	
196	1574.5	-1.3905e-004	-1.2157e-005	
197	1582.4	-1.3302e-004	-1.145e-005	
198	1590.2	-1.2733e-004	-1.0796e-005	
199	1598.1	-1.2198e-004	-1.0189e-005	
200	1606.	-1.1693e-004	-9.6265e-006	
201	1613.9	-1.1216e-004	-9.1036e-006	
202	1621.8	-1.0766e-004	-8.617e-006	
203	1629.6	-1.034e-004	-8.1636e-006	
204	1637.5	-9.9375e-005	-7.7408e-006	
205	1645.4	-9.5559e-005	-7.346e-006	
206	1653.3	-9.194e-005	-6.9771e-006	
207	1661.2	-8.8508e-005	-6.632e-006	
208	1669.	-8.5249e-005	-6.309e-006	
209	1676.9	-8.2153e-005	-6.0067e-006	
210	1684.8	-7.921e-005	-5.7237e-006	
211	1692.7	-7.6411e-005	-5.4583e-006	
212	1700.6	-7.3749e-005	-5.2074e-006	
213	1708.4	-7.1213e-005	-4.9687e-006	
214	1716.3	-6.8793e-005	-4.7425e-006	
215	1724.2	-6.6484e-005	-4.5296e-006	
216	1732.1	-6.428e-005	-4.3293e-006	
217	1740.	-6.2175e-005	-4.1406e-006	
218	1747.8	-6.0164e-005	-3.9625e-006	
219	1755.7	-5.8241e-005	-3.7943e-006	
220	1763.6	-5.6402e-005	-3.6352e-006	
221	1771.5	-5.4642e-005	-3.4845e-006	
222	1779.4	-5.2957e-005	-3.3418e-006	
223	1787.2	-5.1343e-005	-3.2065e-006	
224	1795.1	-4.9796e-005	-3.0782e-006	
225	1803.	-4.8313e-005	-2.9563e-006	
226	1810.9	-4.689e-005	-2.8406e-006	
227	1818.8	-4.5524e-005	-2.7305e-006	
228	1826.6	-4.4213e-005	-2.6259e-006	
229	1834.5	-4.2954e-005	-2.5263e-006	
230	1842.4	-4.1743e-005	-2.4315e-006	
231	1850.3	-4.058e-005	-2.3412e-006	
232	1858.2	-3.9461e-005	-2.2551e-006	
233	1866.	-3.8384e-005	-2.173e-006	
234	1873.9	-3.7347e-005	-2.0947e-006	
235	1881.8	-3.635e-005	-2.0199e-006	
236	1889.7	-3.5388e-005	-1.9485e-006	
237	1897.6	-3.4462e-005	-1.8803e-006	
238	1905.4	-3.3569e-005	-1.8151e-006	
239	1913.3	-3.2708e-005	-1.7528e-006	
240	1921.2	-3.1878e-005	-1.6931e-006	
241	1929.1	-3.1077e-005	-1.636e-006	
242	1937.	-3.0303e-005	-1.5813e-006	
243	1944.8	-2.9556e-005	-1.529e-006	
244	1952.7	-2.8835e-005	-1.4788e-006	
245	1960.6	-2.8138e-005	-1.4307e-006	
246	1968.5	-2.7464e-005	-1.3845e-006	
247	1976.4	-2.6813e-005	-1.3403e-006	
248	1984.2	-2.6183e-005	-1.2978e-006	
249	1992.1	-2.5574e-005	-1.257e-006	
250	2000.	-2.4984e-005	-1.2178e-006	
