	Frequency [Hz]	[A] Frequency Response (Real) [N]	[B] Frequency Response (Imaginary) [N]	
160	1290.8	-2.0098e-006	-4.4179e-007	
161	1298.7	-1.7817e-006	-4.0651e-007	
162	1306.6	-1.5739e-006	-3.7414e-007	
163	1314.4	-1.3845e-006	-3.4443e-007	
164	1322.3	-1.212e-006	-3.1713e-007	
165	1330.2	-1.0548e-006	-2.9204e-007	
166	1338.1	-9.116e-007	-2.6895e-007	
167	1346.	-7.8119e-007	-2.4771e-007	
168	1353.8	-6.6246e-007	-2.2814e-007	
169	1361.7	-5.544e-007	-2.1011e-007	
170	1369.6	-4.561e-007	-1.9349e-007	
171	1377.5	-3.6672e-007	-1.7815e-007	
172	1385.4	-2.8551e-007	-1.64e-007	
173	1393.2	-2.1177e-007	-1.5094e-007	
174	1401.1	-1.4487e-007	-1.3887e-007	
175	1409.	-8.424e-008	-1.2772e-007	
176	1416.9	-2.9342e-008	-1.1742e-007	
177	1424.8	2.0299e-008	-1.0789e-007	
178	1432.6	6.5126e-008	-9.9072e-008	
179	1440.5	1.0554e-007	-9.0915e-008	
180	1448.4	1.4191e-007	-8.3365e-008	
181	1456.3	1.7457e-007	-7.6376e-008	
182	1464.2	2.0384e-007	-6.9903e-008	
183	1472.	2.2999e-007	-6.3908e-008	
184	1479.9	2.5328e-007	-5.8354e-008	
185	1487.8	2.7397e-007	-5.3209e-008	
186	1495.7	2.9225e-007	-4.844e-008	
187	1503.6	3.0834e-007	-4.402e-008	
188	1511.4	3.2242e-007	-3.9923e-008	
189	1519.3	3.3466e-007	-3.6126e-008	
190	1527.2	3.4522e-007	-3.2605e-008	
191	1535.1	3.5423e-007	-2.9342e-008	
192	1543.	3.6183e-007	-2.6316e-008	
193	1550.8	3.6814e-007	-2.3512e-008	
194	1558.7	3.7327e-007	-2.0912e-008	
195	1566.6	3.7733e-007	-1.8502e-008	
196	1574.5	3.8041e-007	-1.6268e-008	
197	1582.4	3.8259e-007	-1.4198e-008	
198	1590.2	3.8395e-007	-1.228e-008	
199	1598.1	3.8458e-007	-1.0503e-008	
200	1606.	3.8453e-007	-8.8566e-009	
201	1613.9	3.8386e-007	-7.3315e-009	
202	1621.8	3.8264e-007	-5.9187e-009	
203	1629.6	3.8092e-007	-4.6096e-009	
204	1637.5	3.7875e-007	-3.3959e-009	
205	1645.4	3.7616e-007	-2.2691e-009	
206	1653.3	3.732e-007	-1.2203e-009	
207	1661.2	3.6992e-007	-2.3952e-010	
208	1669.	3.6634e-007	6.8583e-010	
209	1676.9	3.6251e-007	1.5707e-009	
210	1684.8	3.5848e-007	2.4249e-009	
211	1692.7	3.5434e-007	3.2211e-009	
212	1700.6	3.5009e-007	3.8698e-009	
213	1708.4	3.4565e-007	4.3469e-009	
214	1716.3	3.4097e-007	4.7478e-009	
215	1724.2	3.3612e-007	5.1335e-009	
216	1732.1	3.3115e-007	5.5098e-009	
217	1740.	3.261e-007	5.8693e-009	
218	1747.8	3.2098e-007	6.2063e-009	
219	1755.7	3.1581e-007	6.5181e-009	
220	1763.6	3.106e-007	6.8039e-009	
221	1771.5	3.0536e-007	7.064e-009	
222	1779.4	3.001e-007	7.2993e-009	
223	1787.2	2.9484e-007	7.511e-009	
224	1795.1	2.8957e-007	7.7003e-009	
225	1803.	2.8432e-007	7.8687e-009	
226	1810.9	2.7907e-007	8.0173e-009	
227	1818.8	2.7385e-007	8.1475e-009	
228	1826.6	2.6865e-007	8.2605e-009	
229	1834.5	2.6349e-007	8.3574e-009	
230	1842.4	2.5836e-007	8.4395e-009	
231	1850.3	2.5327e-007	8.5076e-009	
232	1858.2	2.4822e-007	8.5628e-009	
233	1866.	2.4323e-007	8.606e-009	
234	1873.9	2.3828e-007	8.6381e-009	
235	1881.8	2.3339e-007	8.6598e-009	
236	1889.7	2.2855e-007	8.672e-009	
237	1897.6	2.2377e-007	8.6753e-009	
238	1905.4	2.1906e-007	8.6705e-009	
239	1913.3	2.144e-007	8.658e-009	
240	1921.2	2.098e-007	8.6386e-009	
241	1929.1	2.0527e-007	8.6128e-009	
242	1937.	2.0081e-007	8.581e-009	
243	1944.8	1.9641e-007	8.5438e-009	
244	1952.7	1.9207e-007	8.5015e-009	
245	1960.6	1.8781e-007	8.4547e-009	
246	1968.5	1.8361e-007	8.4037e-009	
247	1976.4	1.7947e-007	8.3488e-009	
248	1984.2	1.7541e-007	8.2905e-009	
249	1992.1	1.7141e-007	8.2289e-009	
250	2000.	1.6748e-007	8.1645e-009	
